content,score
"bad server conection ping up to 182k, can't playable anymore, also no response from chimeraland team about issues in game anymore",1
Game taikk sinyal buruk padahal di game lain lancar² aja emang dah kalo ada game baru lagi gak usah download lagi pasti sama aja dasar game taik,1
"Chi bug meraland, seru sekali main di ping 12k, padahal game lain ping lancar"" Aja😩",1
jaringan sangat buruk,1
OUTFIT DI PERBANYAK JARINGAN DI PERSULIT 😏 MAKAN GAJI BUTA KAH....!!!!,1
"Lag mulu, niat dibenerin gak sih",1
Yang membuat ini game orangnya tidur... Jancuukk ngeleg banget gak ada perubahan....,1
Kecewa gw sama devolover nya tiap main sinyal sampe 3000 8000 ribu parah banget lag nya sama sinyal nya pdahal kartu gw axsis koata banyak game yg lain lancad giliran cimera ampass sinyal nya bikin mls bnerin tuh kalau bisa,1
aduh gimana ni men,1
Hp ku nggak kuat,1
Kenapa akun ku dihek ku cek serverku gk ada padahal sudah pro tapi hilang 😡😡😡😓😫😭😭😭,1
"Game nya udah bagus, tapi ngeleg nya itu loh bikin males main.. Sampai Gk bisa gerak padahal jaringan bagus",3
"Permisi developer yang terhormat saya player baru mau komplain sedikit soal fitur chat, kenapa saya gabisa chat ya? Padahal saya cantumin tahun kelahiran saya 2001, usia saya sekarang 21 tahun saya rasa saya sudah cukup dewasa untuk sebuah fitur chat maupun on voice. Nickname akun saya ""Lunnaria"" dan server saya ""102 DeathQuay"", tolong di perbaiki masalah fitur chat ini saya berharap penuh kepada developer chimeraland Indonesia ini, jika masalah sudah teratasi saya akan beri bintang 5.",1
Please be more professional in developing chimeraland 😊🔪,1
"REDMI 9 RAM 4GB LANCAR JAYA BOSS, WALAU SETTING GK RATA KANAN, SETIDAKNYA MASIH BISA BERPETUALANG DENGAN LANCAR DAN MENIKMATI PEMANDANGANNYA",5
Fix bug droprate,1
Ok,5
Ngebug parah 😭 Dawnloadnya gede banget malah bug Tolong di perbaiki,1
"Lag banget gamenya.. padahal gameplay-nya udah menarik.. bebas ngelakuin apa aja.. Cuman sinyalnya itu loh sampe gabisa gerak.. suka drop fps juga... Padahal main game lain lancar"" aja.. Kalo misalkan belom di fix.in uninstal ajalah.. malesin",3
Game banyak bug sekarang bug lag udah 2 hari gak bisa gerak karna lag padahal jaringan bagus,1
Game rusak betulkan dlu server game nya,1
"Tolong perbaiki bug nya, sangat menganggu saat memainkan game ini",3
"game burik,, mode battle jaringan tiba² lag, mancing merlin tombolnya ilang ga bisa d pencet. apaan sih gajelas",1
Kurang suka game nya bisu..mic krofon nya gk bisa di gunakan lgi...tolong dong mic krofon nya di perbaiki... saya lebih suka yg dulu,3
Keren,5
Tolong kenapa jaringan sering lag padahal pas saya cek jaringan saya aman2 saja tapi pas main bisa sampai 10000 ping,1
"Maaf terpaksa kasih 3 bintang, kebanyakan bug dan sangat lag",3
Love it,5
"Hey, I want to file a report, but this CS game doesn't respond at all, I try to contact the website from FB and from Discord but there's no response. So I'm here to report a problem with my account",3
Game terbaik yg pernah gw main kan Mohon dong untuk developer nya kalo hiasan kayak obor atau lentera bisa nyala saat malam plisss🥺🥺🥺🥺🥺🥺,5
Keren,5
Bagus gamenya...,5
Game yang bagus dengan developer yang sangat buruk . Banyak bug dan masalah ping yang sangat tinggi,1
Kek Minecraft tp lebih hd,5
"Min kan saya mau ngambil rumah saya,kan kalo udh diambil harusnya item kayak workbench,refiner,penyimpanan,loom dll ada di menu ambil rumah kan,nahh ini kok barang barang itu gak ada di menu ambil rumah ya? Tolong dong harus digimanain ini,item item bagus saya simpen di peti semua,tapi peti nya ngilang 😭",3
Game yg sangat bagus dan menarik,5
Tax auction terlalu besar,3
"I love to play this game but recently is became boring just because of backpack slot maxed out mine was 400 not mention drawer was full all 14 of them 24,38,42 full, all rewards still in mail almost 99+ i have warning to clear it cause 52 new mail still came, so my suggestion next month please adding this backpack slot+100 on shop sell it just 10ruby per 100, or maybe 10 rubies for 10 slots i think is more affordable and i will continue to play this game again...",1
Cukup menyenangkan.... cukup menghibur. Yg bilang aneh aneh..... bug lah apa lah. Lu pikir bikin aplikasi gampang. Tinggal niimatinnn hargai karya ny.... jangan bilang gk usah download lah nanti nyesell. Ngaco... lu bikin aja game sendiri lah.,5
Tolong dong diringanin dikit gamenya biar hp kentang bisa ngrasain grafis dan fiturnya yang bagus gtu,5
"Gamenya bagus dan enak untuk di mainkan , tapi sangat di sayangkan di mana di dalam game kebanyakan menemukan bug dan kesalahan system yg ada di dalam game , kalau bisa tolong di perbaiki dan di tindak lanjuti 👌👌",1
Please fix bug handgun 😭😭😭,1
"Udah update 8gb lebih eh malah gbisa masuk alasan nya kepenuhan memori, pdhl memori msh banyak bgt",1
Burik gabisa voice .. developer ngancurin gamenya sendiri ..,1
Saya kasih bintang 5 kalo udah bisa bikin karakter bugil,1
Apakah saya harus kembali bermain dari vakum saya selama ini ??,5
"Gamenya baguss tapi saya kesel karena pas nyeranh beast itu diambil ama orang lain itu yang saya gaenak main gamenya karena saya udah susah payah mau bunuh beast malah dibunuh ama orang lainn saya maunya semoga pas nyeranh beast bisa sendirian biar orang lain gabisa ambil beast saya lagii!, saya doakan semoga update nya tentang pembicaraan saya inii maaf kalau saya kasih bintang 3",3
Always re connect and its annoying pls fix it,1
Game gemblung akun gue nggak pernah hoki padahal dah main lama ngumpul odd duahawk 10 minggu pas dibuka cuma dpt odd coin emang bngke,1
"Game open world yg Sangat bagus, menangkap Monster, membangun rumah, menjelajah, sangat menyenangkan lengkap dg dramanya d antara player. Meskipun ada bbrp bug dan butuh spesifikasi hp yg bagus, saya sangat menikmati game ini , saya beri nilai 9/10.",5
"Tak bisa login, katanya server penuh di suruh nunggu 5 menit tapi tetap penuh",1
lumayan lah,5
Banyak BUG,3
"Baru download server full, biar server baru full game macam apa ini. Bikin habis kuota saja.",1
Gem makin rusa aja gak bisa simpan hasil edit karakter,1
Download dh gede.. tp kt karakter jalan biasa beku.. kyk patung.. sempet pensi kembali lg main trnyata lebih parah,1
"Tolong lah dev,klo update tuh jangan skin doang....benerin grafik lah biar lebih stabil fps sering bngt ngedrop...update nya lebih difokusin buat game nya biar lebih smooth.",1
minimal ibs lah satu moonton udh join puluhan map gadapet ibs paan cobak dikira gua gabutuh ibs,3
"Konsep game dan grafik sudah bagus.Tapi slot untuk peliharaan kurang ,tolong tambahin slot peliharaan nya terima kasih🙏🙏. Semoga direspon",3
The game mecanic is so complex and all over the place,3
Aku suka gem ini gerafik nya keren tapi tolong buat defolopernya banyak sekali bug bug tolong pernaiki bug bug nya,5
Kouta boros banget jir baru main 5 menit udh kekuras 800 MB tapi seru,5
"Selver banyak mulus lagi masih kok bisa penuh gak bisa masuk ke gamenya ada tulisan ""maaf gak bisa masuk dikerenakan traveler penuh"" gak jelas banget",1
Masa iya masuk server baru udh penuh aja g bisa login skip lah,1
Sever penuh tidak bisa masuk,1
bug trap,3
Gimana caranya langsung level mexx 99999 !!!!!!!!!!!!!!!!!!😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,1
Tolong perbaiki bug dimana koneksi server sering crash.,5
Dah males sama ni game,1
Bagus aja walau aku belum main game nya,5
"Sangat sulit bermain sebagai solo player, beberapa monster sulit untuk di lawan secara solo dan sehingga bahan-bahan untuk evolusi dan lain-lain terlalu sulit untuk di dapatkan sebagai seorang solo player. Selebihnya bagus 👍👍 jadi saya putuskan untuk pensi 😊😊",5
Ngeleg mulu gw maenya,1
bug bug dan bug,5
Lots of trouble and error.,1
"Ini kenapa setiap keluar rumah darah berkurang dan mati,lalu close game sendiri. coba masuk geme di loadingnya lama gak kayak biasanya, kalo lagi maintenance harus nya ada pemberitahuan donk",3
"Gamenya udh bagus,apalagi grafiknya waowww keren lah pokoknya.tapi makin banyak updent makin rusak juga jaringannya,,,,tolong di perbaiki jaringan servernya",3
Tolong kembalikan akun saya yang hilang,1
BEHHH mantep emg,5
Game Mmorpg open world terbaik yg pernah ada,5
"great game, never get bored because there are updates every month.",5
Untuk developer jaringan WiFi saya bagus kok leg mulu itu knp bug kah mohon di perhatikan jgn update mulu bug masih banyak,5
"Good game, top5",5
Yo bagus masse,5
Ini kenapa kalo mau kasih nama susah banget ya di bikin ribet sama developernya,1
Size download terlalu besar,1
"Gamenya bagus, saran untuk dev kalau ada bangunan yang terbengklai lebih dari 3 bulan lebih baik dihapus saja",5
"Aku suka game ini, meski banyak bug🗿",5
Gem nya bagusssssss mantap,5
Mantap,5
Game nya berasal bangettt gak jelas tapi tolong turunin memori game nya ya,1
jos,5
Bagus,5
Ini game bagus tapi update nya terlalu mahal/awal main update 6-7gb buat update nya,1
KB54,5
"game sekelas pc, lag iya wajar karena hp tidak suport dan jaringan buruk. map luas, detail, grafik bagus, fitur banyak, item banyak..",5
top up di game gak masuk tapi saldonya keambil.!!!!!!!!,1
"Sistem trade antar player masih belum ada yah ? Gua jujur main game ini udah lama menunggu banget sistem trade ruby atau apa ke sesama player, eh diliat2 comment banyak yg pensi juga ternyata pada pindah ke albion online hehe",1
Gud,5
Kenapa aku gak bisa login ke akun ku bang,5
"Bagus bgt sumpah dah grafik juga bagus open world juga luas nice deh,saran bug bug nya ya kak",5
Fix bug now,1
Pas d update sampe sekarang gua cari telur nggk nemu nemu itu uda pake mustard x bow yg legendaris gue heran ama devlopernya game ini,1
UDAH 6GB GEM NYA GAK JELAS LAGI MASUK LOADING NYA LAMA BET,1
Game yang bagus,5
makin gajjelas gamenya,1
"Makhluknya menarik, senjata ada banyak jenis dah itu aja",5
Mantap,5
Good,5
"Game android yang gw mainin bener² puas banget dan sangat memanjakan mata sumpah gak bosenin, malah penasaran mau jelajahin semua tempat",5
Jaringan tidak stabil,1
BABI 20 MENIT SOLO NOBEL MALAH NGEBUG HPNYA PULIH GAK ADA OTAK DEV SUSAH-SUSAH KUBUAT SEKARAT BABIIII,1
"Kasih bintang 5 dulu, ntar kalo bagus tak kasih bintang lagi",5
Download lg cmn mau liat pemandangan luar angkasa bikin tenang pas liat,5
KENAPA SAYA TIDAK BISA MENJUAL ITEM SAYA PADAHAL SAYA MEMILIKI LEBIH DARI BARANG YANG MAU DIJUAL?!?!?!?!,1
"Berburu monster, gampang diambil orang lain, (disampahin) hilangkan saja tanda monster di map",5
"Ada beberapa alasan untuk tidak memainkan game ini pertama bug yg tiap update makin parah, koneksi jaringan yg buruk , cheater yg merajalela, item capture mitic rasa common, Dev yg cuma fokus ke skin bukan ke gameplay, game play yg seru tapi cuma diawal seterusnya cuma gitu2 aja",1
Tolong dev fix bug nya merugikan sekali....,5
YAH,5
"Game nya seru bgt, dan sangat potensial jika pengembang lebih perhatian dengan isu penurunan fps selama bermain di handphone",5
Tolong di baikin mic nya bang agak susah soalnya klo mau bantu teman yang knock,1
"Saya sudah daftar tadi siang smpe 3x download tapi gk masuk masuk, alasanya gk bisa memakai ras sepsial saya cobain satu2 itu pun tidak bisa masuk. Tolong dong bug di perbaiki punya aplikasi gk bisa di maian buat apa ?",1
Akun Saya kebanned gara gara bug? Padahal saya tidak sengaja melakukan hal tersebut 😢,1
Liat ulasan apakah akan menjadi dead game ..,5
"Baru download lagi, tapi akun lamaku malah udah hilang",1
"Game terbaik, MMORPG terbaik, selain bisa di pc juga bisa di mainkan di HP. Fitur melimpah Yg gk ada di game game lain. Bug bukan masalah bagi saya dan teman teman, lagipula Dev sudah melakukan yang terbaik.",5
Sudah top tinggl benerin bug yg merugikan plyernya saja,5
"Hey dev STOP MERGING SERVER Do you know why so many people have uninstalled your game? Because they have trouble getting what they need, adding more new competitors from other servers makes them desperate, lazy to play this game, bored, that's what makes them uninstall this game Oh one more thing, fix your server which is very bad",1
setiap update gak di benerin malah nambah bug,1
"Di saat menyerang grand beast atau sebagainya penaikan ms yang tinggi sekali, saya sampai 3000 ribu ms tolong perbaiki jaringan game nya !!!",3
"Nyesek gua download dari pagi sampai sore,kenapa harus download data nya besar banget ,kenapa ga sekalian aja di play store tulis aja 6.25 GB",1
Bug and bug,1
what is the cause in the game when fighting against an enemy there is a casting animation but no rendering effect..? how to fix it..?,5
Dev tolong perbaiki bug yang ada Karana setiap saya download pasti ga biasa di download meski sudah 100% tapi selalu ada tulisan (telah terjadi kesalahan silahkan coba lagi nanti) tolong di perbaiki padahal penyimpanan dan yg lainnya normal aja jadi saya cuman bisa download yang lite sedangkan yang lite itu konsumsi datanya sangat besar dan juga ada waktunya jika waktunya habis saya ga bisa masuk lagi,1
Game nya jelek banget,1
paket gw abis,5
Bintang 5 buat ni game,5
What bug,3
"Untuk game ini menurut saya bagus tapi saat ini masih sering bug dan harus relog berulang terus menerus, saran kedepannya game ini bisa dikembangkan lagi dan di perbaiki.",3
game bagus,1
Update kah kok gak bisa login,1
"can't login in the game, When will the maintenance be finished?",1
banyak bug,1
Gem ajing nama nyh masa log di batas ajing ni gem apa kali mau nyh,1
Banyak bug su,1
"Ya ampun...update sebelumnya pas login saat serang monster gak bisa ada tulisan apalah(gak jelas)...update sekarang pas cek Quest langsung blankscreen...ini kenapa sih stiap update gak bisa mulus kah...menyebalkan amat setiap ada update...heran ini game, padahal aku pake os12...gak jelek2 amat.",1
"Gamenya bagus, tapi setelah update mengapa tiba tiba banyak eror, misinya menghilang",5
Help your bug. No fuuny. Min,5
"Stupid game , bug melulu , bug bukan nya di fix malah makin banyak bug nya",1
"Makin parah aja bug nya, login aja susah masuk, sekali masuk gak bisa mukul atau nyerang. Beast aja banyak yang nyangkut di bawah tanah, batu sama gunung.",5
please fixed game entry bug,1
👍,5
game MMROPG paling bagus yang gw main.. Bisa explore kemana aja,5
Game nya sangat keren apalagi dari grafiknya juga sangat bagus Map nya juga sangat besar jadi bisa mengeksplore untuk di android ini udah bagus bgt,5
Kok bisa item yg ada dirumah menghilang ajg lah tolol asw kontI,1
Game nya bagus tapi tolong perbaiki masalah voice Chet tidak bisa on,3
"Game nya menarik, tapi developer nya kurang cepat memperbaiki bug",5
sinyal asu,1
Force close mulu asw,1
Kelebihan= Grafik bagus. Map luas. Banyak event menarik🤤 Kekurangan= bug. mosternya pada masuk tanah😞,5
"Setelah saya main game ini saya sering kena mental bahkan banyak sekali kata2 toxic dan sumpah serapah yg keluar dari mulut saya, sebab sedikit lagi saya HAMPIR menang dan bisa di pastikan menang vs monter akan tetapi NASIB berkata lain di karenakan BUG nya dan juga BUFFERING nya serta FREEZE nya yg sangat di luar ANGKASA, bayangkan saja yg seharusnya 100% menang ternyata cuma HAMPIR menang (kena mental gak tuh) 💩🐈",1
"Hampir Setiap Waktu Dapat Temp, Kapan Telurnya Woy Dev Anj",5
Coba dulu ya,3
Good,5
Ada bug di pill Evo noble dragon horse .,5
"Last day ,i top up for get double amount. Notice event get double waiting event ends, But right now nothing ,i'm get double Amount. This is scam!!!! Games is Scammer!!!!!!!!!!!!!!!!!",1
Untuk fitur chat kenapa harus 20 tahun keatas? Saya harus ganti akun supaya bisa chat. Untuk kedepannya semoga diganti menjadi 15 tahun kebawah.,1
"There are too many bugs that haven't been fixed, for example the handgun bug, please chimeraland developers to fix the handgun bug",3
Masi ada bug tolong di perbaiki ya thx,3
